review_stratum,policy_assigned_label,event_instance_id,event_id,line,prediction_hour_local,published_at_local,status_label,header,reviewer,is_significant_yes_no_uncertain,is_unplanned_yes_no_uncertain,policy_label_correct_yes_no_uncertain,review_notes
included_positive,1,86958:1,86958,4,2022-12-13 08:00:00,2022-12-13 08:01:00,delays,Southbound 4 trains are running with delays after we addressed a signal problem near Mosholu Pkwy.,RC,YES,YES,YES,
included_positive,1,135806:1,135806,4,2024-01-12 00:00:00,2024-01-12 00:13:00,part-suspended | delays,There is no 1 service between Chambers St and South Ferry until at least 8:00 PM.,RC,YES,YES,YES,
included_positive,1,122550:1,122550,E,2023-10-06 07:00:00,2023-10-06 07:50:00,delays,E F trains are delayed in both directions while we replace rails near Briarwood.,RC,YES,YES,YES,
included_positive,1,254204:1,254204,F,2026-06-13 05:00:00,2026-06-13 05:06:00,delays,Uptown D/F trains are delayed while we address a signal problem at 47-50 Sts-Rockefeller Ctr.,RC,YES,YES,YES,
included_positive,1,68552:1,68552,J,2022-07-13 23:00:00,2022-07-13 23:18:00,delays,Southbound J trains are delayed while we investigate why a train's brakes were activated at Fulton St.,RC,YES,YES,YES,
included_positive,1,252727:1,252727,A,2026-06-04 08:00:00,2026-06-04 08:57:00,delays,Uptown A trains are delayed while we conduct an investigation at Ralph Av.,RC,YES,YES,YES,
included_positive,1,77421:1,77421,G,2022-09-22 12:00:00,2022-09-22 12:56:00,delays,Church Ave-bound G trains are delayed while we investigate why a train's brakes activated at Hoyt-Schermerhorn Sts.,RC,YES,YES,YES,
included_positive,1,159538:1,159538,A,2024-07-07 21:00:00,2024-07-07 21:40:00,delays,Northbound A C trains are delayed while we investigate why a train's brakes activated near 59 St-Columbus Circle.,RC,YES,YES,YES,
included_positive,1,243547:1,243547,3,2026-03-27 23:00:00,2026-03-27 23:28:00,delays,Uptown 2/3 trains are running with delays after NYPD/EMS responded to a person in need of medical assistance at Times Sq-42 St.,RC,YES,YES,YES,
included_positive,1,111641:1,111641,A,2023-07-13 20:00:00,2023-07-13 20:29:00,delays,Southbound A D trains are delayed while we address a signal problem at 59 St-Columbus Circle.,RC,YES,YES,YES,
included_positive,1,254114:1,254114,1,2026-06-12 19:00:00,2026-06-12 19:30:00,delays,Downtown 1 trains are delayed while NYPD responds to a report of a person being disruptive on a train at 181 St.,RC,YES,YES,YES,
included_positive,1,148394:1,148394,2,2024-04-21 04:00:00,2024-04-21 04:52:00,delays,Northbound 2 trains are running with delays after EMS responded to a person in need of assistance at Borough Hall.,RC,YES,YES,YES,
included_positive,1,241964:1,241964,E,2026-03-16 12:00:00,2026-03-16 12:22:00,delays,Downtown E/F trains are running with delays after we addressed a signal problem at Queens Plaza.,RC,YES,YES,YES,
included_positive,1,111844:1,111844,F,2023-07-15 07:00:00,2023-07-15 07:16:00,trains-rerouted | delays,Northbound F trains are running on the M line from 47-50 Sts-Rockefeller Ctr to 36 St while we replace rails near 36 St.,RC,YES,YES,YES,
included_positive,1,244643:1,244643,G,2026-04-06 13:00:00,2026-04-06 13:27:00,delays,Uptown F and Court Sq-bound G trains are delayed while we remove a train with a door problem from service at Carroll St.,RC,YES,YES,YES,
included_positive,1,139292:1,139292,E,2024-02-09 19:00:00,2024-02-09 19:28:00,delays,Northbound C E trains are delayed while NYPD responds to an unauthorized person on the tracks at 50 St.,RC,YES,YES,YES,
included_positive,1,98007:1,98007,F,2023-03-25 10:00:00,2023-03-25 10:53:00,delays,D F trains are delayed while we investigate a loss of third rail power between 34 St-Herald Sq and 47-50 Sts-Rockefeller Ctr.,RC,YES,YES,YES,
included_positive,1,79035:1,79035,4,2022-10-06 01:00:00,2022-10-06 01:06:00,delays,Southbound 2 3 4 trains are running with delays after we removed debris from the tracks at Nevins St.,RC,YES,YES,YES,
included_positive,1,235442:1,235442,W,2026-01-28 14:00:00,2026-01-28 14:48:00,delays,Uptown N/R/W trains are delayed while we remove a train with a mechanical problem from service at Lexington Av/59 St.,RC,YES,YES,YES,
included_positive,1,6739:1,6739,D,2020-09-15 14:00:00,2020-09-15 14:42:00,delays,"Northbound D and N trains have resumed express service from 36 St to DeKalb Av after we requested NYPD for a passenger being disruptive at Atlantic Av-Barclays Ctr.

Expect longer waits for northbound D and N trains as service resumes.",RC,YES,YES,YES,
included_positive,1,197165:1,197165,L,2025-04-15 11:00:00,2025-04-15 11:21:00,delays,L trains are running with delays in both directions while we address a network communication issue near Canarsie-Rockaway Pkwy.,RC,YES,YES,YES,
included_positive,1,57635:1,57635,1,2022-04-14 20:00:00,2022-04-14 20:02:00,delays,Northbound 1 trains are delayed while we request NYPD assistance with passengers being disruptive at 96 St.,RC,YES,YES,YES,
included_positive,1,9860:1,9860,R,2020-11-08 14:00:00,2020-11-08 14:00:00,delays,"Southbound E, F and R trains are delayed while NYPD responds to a person riding between cars at Grand Av-Newtown.",RC,YES,YES,YES,
included_positive,1,87858:1,87858,A,2022-12-21 06:00:00,2022-12-21 06:44:00,delays,A Rockaway Park Shuttle trains are delayed in both directions while the South Channel Bridge is open to allow marine traffic to pass,RC,YES,YES,YES,
included_positive,1,226151:1,226151,M,2025-11-17 19:00:00,2025-11-17 19:37:00,delays,Jamaica-bound E and 71 Av-bound M trains are running with delays after we moved a train with a mechanical problem to a repair facility in Queens.,RC,YES,YES,YES,
included_positive,1,47347:1,47347,R,2022-01-25 06:00:00,2022-01-25 06:35:00,delays,R trains are running with delays in both directions after we removed a vandalized train from service at Whitehall St-South Ferry.,RC,YES,YES,YES,
included_positive,1,36199:1,36199,2,2021-10-27 16:00:00,2021-10-27 16:15:00,delays,Southbound 2 5 trains are proceeding with delays after we removed a train with a mechanical problem from service at Prospect Av.,RC,YES,YES,YES,
included_positive,1,208779:1,208779,D,2025-07-11 20:00:00,2025-07-11 20:49:00,delays,Coney Island-bound D/N trains are delayed while EMS responds to someone in need at 36 St (Brooklyn).,RC,YES,YES,YES,
included_positive,1,99996:1,99996,D,2023-04-12 01:00:00,2023-04-12 01:04:00,delays,Southbound A D trains are running with delays after we addressed a switch problem near 125 St.,RC,YES,YES,YES,
included_positive,1,72373:1,72373,7,2022-08-12 04:00:00,2022-08-12 04:17:00,delays,34 St-Hudson Yards-bound 7 trains are delayed while NYPD conducts an investigation at Grand Central-42 St.,RC,YES,YES,YES,
included_positive,1,226833:1,226833,E,2025-11-22 09:00:00,2025-11-22 09:04:00,delays,Downtown E trains are running with delays after a rail replacement at Queens Plaza concluded.,RC,YES,YES,YES,
included_positive,1,8550:1,8550,E,2020-10-18 12:00:00,2020-10-18 12:22:00,delays,Northbound E and F trains are delayed while NYPD responds to a person being disruptive at 57 St.,RC,YES,YES,YES,
included_positive,1,65918:1,65918,1,2022-06-22 11:00:00,2022-06-22 11:19:00,delays,Southbound 1 trains are delayed while we address a switch problem at Van Cortlandt Park-242 St.,RC,YES,YES,YES,
included_positive,1,77467:1,77467,Q,2022-09-22 21:00:00,2022-09-22 21:00:00,delays,"Southbound N Q trains are running with delays after we got medical help for someone at Canal St.
Northbound trains have resumed making regular stops.",RC,YES,YES,YES,
included_positive,1,215821:1,215821,F,2025-08-25 20:00:00,2025-08-25 20:55:00,delays,Uptown F trains are delayed while we investigate a report of people being disruptive on a train at Neptune Av.,RC,YES,YES,YES,
included_positive,1,78740:1,78740,A,2022-10-03 23:00:00,2022-10-03 23:40:00,delays,Southbound A C trains are running at slow speeds in Brooklyn while we work to address a signal malfunction at Fulton St.,RC,YES,YES,YES,
included_positive,1,86144:1,86144,B,2022-12-06 15:00:00,2022-12-06 15:27:00,delays,Southbound B Q trains are running with delays after NYPD conducted an investigation on a train at Atlantic Av-Barclays Ctr.,RC,YES,YES,YES,
included_positive,1,202979:1,202979,D,2025-06-01 17:00:00,2025-06-01 17:48:00,delays,Southbound D trains are delayed while we request NYPD assistance for someone being disruptive on a train at 145 St.,RC,YES,YES,YES,
included_positive,1,66761:1,66761,3,2022-06-28 16:00:00,2022-06-28 16:44:00,delays,Southbound 2 3 trains are running with delays after someone required medical assistance at Atlantic Av-Barclays Ctr.,RC,YES,YES,YES,
included_positive,1,102990:1,102990,E,2023-05-07 08:00:00,2023-05-07 08:56:00,delays,Northbound A E trains are delayed while we remove a train car in need of cleaning from service at W 4 St-Wash Sq,RC,YES,YES,YES,
included_positive,1,232688:1,232688,6,2026-01-08 16:00:00,2026-01-08 16:40:00,delays,Uptown 6 trains are delayed while FDNY investigates a report of smoke near 14 St-Union Sq.,RC,YES,YES,YES,
included_positive,1,197793:1,197793,3,2025-04-20 02:00:00,2025-04-20 02:53:00,delays,Northbound 2/3 trains are running with delays while get medical help for someone on a train at Times Sq-42 St.,RC,YES,YES,YES,
included_positive,1,214850:1,214850,2,2025-08-18 17:00:00,2025-08-18 17:33:00,delays,Uptown 2/5 trains are running with delays after  NYPD conducted an investigation on a train at Church Av.,RC,YES,YES,YES,
included_positive,1,127816:1,127816,Q,2023-11-14 20:00:00,2023-11-14 20:54:00,delays,Southbound N Q trains are delayed while we remove a train car in need of cleaning from service at 14 St-Union Sq.,RC,YES,YES,YES,
included_positive,1,51447:1,51447,N,2022-02-22 17:00:00,2022-02-22 17:12:00,delays,Southbound D and N trains are delayed while we request medical help for an employee at 36 St.,RC,YES,YES,YES,
included_positive,1,207710:1,207710,B,2025-07-03 22:00:00,2025-07-03 22:29:00,delays,Downtown B/D trains are delayed while we request NYPD assistance for an unauthorized person on the tracks at 174-175 Sts.,RC,YES,YES,YES,
included_positive,1,186224:1,186224,M,2025-01-12 23:00:00,2025-01-12 23:10:00,delays,Essex St-bound M trains and Broad St-bound J trains are delayed while we request EMS for someone in need on a train at Delancey St-Essex St.,RC,YES,YES,YES,
included_positive,1,185821:1,185821,G,2025-01-08 22:00:00,2025-01-08 22:42:00,delays,Jamaica-bound F and Court Sq-bound G trains are running with delays after we removed a train with a mechanical problem from service at 15 St-Prospect Park.,RC,YES,YES,YES,
included_positive,1,243441:1,243441,A,2026-03-27 08:00:00,2026-03-27 08:20:00,delays,Queens-bound A trains are delayed while we investigate what caused a train's brakes to activate at Jay St-MetroTech.,RC,YES,YES,YES,
included_positive,1,165719:1,165719,R,2024-08-16 21:00:00,2024-08-16 21:27:00,delays,Northbound N R W trains are delayed while we investigate why a train's brakes activated at 57 St-7 Av.,RC,YES,YES,YES,
included_positive,1,238886:1,238886,7,2026-02-23 08:00:00,2026-02-23 08:56:00,delays,7 trains are delayed in both directions while FDNY responds to a report of smoke near Vernon Blvd-Jackson Av.,RC,YES,YES,YES,
included_positive,1,246235:1,246235,E,2026-04-17 04:00:00,2026-04-17 04:53:00,delays,E/F trains are running with delays in both directions while we perform track maintenance along the line in Queens.,RC,YES,YES,YES,
included_positive,1,95093:1,95093,C,2023-03-01 17:00:00,2023-03-01 17:21:00,delays,Southbound C trains are delayed while we address a signal problem near Utica Av.,RC,YES,YES,YES,
included_positive,1,86543:1,86543,B,2022-12-09 18:00:00,2022-12-09 18:38:00,delays,Northbound B Q trains are delayed while we investigate why trains' brakes were activated at Kings Hwy and near Avenue H.,RC,YES,YES,YES,
included_positive,1,55590:1,55590,F,2022-03-28 01:00:00,2022-03-28 01:24:00,delays,after NYPD responded to people being disruptive at 21 St-Queensbridge.,RC,YES,YES,YES,
included_positive,1,15483:1,15483,FS,2021-02-08 11:00:00,2021-02-08 11:05:00,delays,Prospect Park-bound Franklin Av Shuttle trains are delayed while we work to correct a switch malfunction between Prospect Park and Botanic Garden.,RC,YES,YES,YES,
included_positive,1,93812:1,93812,E,2023-02-17 14:00:00,2023-02-17 14:59:00,some-reroutes | delays,"Some southbound F trains are running on the E line from Jackson Hts-Roosevelt Av to Queens Plaza, then along the G line to Bergen St.",RC,YES,YES,YES,
included_positive,1,101090:1,101090,3,2023-04-21 15:00:00,2023-04-21 15:00:00,delays,Northbound 2 3 4 5 trains are delayed while we request NYPD assistance for someone being disruptive on a train at Nevins St.,RC,YES,YES,YES,
included_positive,1,72433:1,72433,N,2022-08-12 18:00:00,2022-08-12 18:48:00,delays,Southbound N W trains have resumed regular service from Astoria Blvd to Queensboro Plaza after our crews performed switch maintenance at Astoria Blvd.,RC,YES,YES,YES,
included_positive,1,103930:1,103930,6,2023-05-15 15:00:00,2023-05-15 15:15:00,delays,Southbound 6 express trains are running with delays after EMS assisted someone in need of medical help at 3 Av-138 St.,RC,YES,YES,YES,
included_positive,1,153215:1,153215,N,2024-05-25 17:00:00,2024-05-25 17:39:00,delays,Northbound D N R trains are running with delays while we perform planned track work in Brooklyn.,RC,YES,YES,YES,
included_positive,1,105121:1,105121,G,2023-05-24 12:00:00,2023-05-24 12:32:00,delays,Southbound F and Church Av-bound G trains are delayed while we investigate why a train's brakes activated near Bergen St.,RC,YES,YES,YES,
included_positive,1,162600:1,162600,7,2024-07-27 20:00:00,2024-07-27 20:24:00,delays,Flushing-Main St-bound 7 trains are delayed while we investigate why a train's brakes activated at 52 St.,RC,YES,YES,YES,
included_positive,1,13911:1,13911,W,2021-01-11 12:00:00,2021-01-11 12:22:00,delays,"Northbound N, R and W trains are delayed while we get medical help for someone at 5 Av/59 St.",RC,YES,YES,YES,
included_positive,1,1028:1,1028,2,2020-05-17 12:00:00,2020-05-17 12:48:00,delays,Expect longer waits for southbound 2 trains are while our crews conduct a track inspection near 135 St.,RC,YES,YES,YES,
included_positive,1,171018:1,171018,C,2024-09-23 13:00:00,2024-09-23 13:27:00,delays,A C trains are running with delays in both directions after we removed a train that had its brakes activated from service at High St.,RC,YES,YES,YES,
included_positive,1,75162:1,75162,3,2022-09-02 12:00:00,2022-09-02 12:38:00,part-suspended | some-reroutes,Southbound 1 trains are delayed and holding in stations in the Bronx and Manhattan while we address a signal problem at 96 St.,RC,YES,YES,YES,
included_positive,1,126109:1,126109,4,2023-11-01 11:00:00,2023-11-01 11:24:00,delays,Northbound 4 5 trains are delayed while we request medical help for someone at Nevins St.,RC,YES,YES,YES,
included_positive,1,256040:1,256040,4,2026-06-26 10:00:00,2026-06-26 10:07:00,delays,Downtown 4/5 trains are delayed while we investigate why a train's brakes activated near Astor Place.,RC,YES,YES,YES,
included_positive,1,170458:1,170458,1,2024-09-19 00:00:00,2024-09-19 00:59:00,delays,Southbound 1 trains are delayed while we remove a train car with a mechanical problem from service at 137 St-City College.,RC,YES,YES,YES,
included_positive,1,63608:1,63608,F,2022-06-03 01:00:00,2022-06-03 01:06:00,delays,Southbound F trains are delayed while we work to correct a mechanical problem on a work train at Avenue X.,RC,YES,YES,YES,
included_positive,1,138435:1,138435,J,2024-02-02 18:00:00,2024-02-02 18:00:00,delays,J trains are delayed entering and leaving Broad St while NYPD conducts an investigation at that station.,RC,YES,YES,YES,
included_positive,1,136042:1,136042,E,2024-01-14 03:00:00,2024-01-14 03:55:00,delays,Northbound E F trains are delayed while NYPD conducts an investigation at 36 St.,RC,YES,YES,YES,
included_positive,1,174137:1,174137,5,2024-10-14 19:00:00,2024-10-14 19:58:00,delays,Northbound 4 5 trains are delayed while we request NYPD assistance for a person being disruptive on a train at Borough Hall.,RC,YES,YES,YES,
included_positive,1,139454:1,139454,5,2024-02-11 17:00:00,2024-02-11 17:17:00,delays,Southbound 4 5 trains are delayed while NYPD responds to someone being disruptive on a train at Grand Central-42 St.,RC,YES,YES,YES,
included_positive,1,197816:1,197816,C,2025-04-20 13:00:00,2025-04-20 13:00:00,delays,Southbound A/C/D trains are running with delays after we requested NYPD assistance for someone being disruptive on a train at 116 St.,RC,YES,YES,YES,
included_positive,1,241722:1,241722,D,2026-03-13 22:00:00,2026-03-13 22:06:00,express-to-local | delays,"Downtown A/D trains are running with delays.
Downtown A trains are running local from 168 St to 125 St.",RC,YES,YES,YES,
included_positive,1,69564:1,69564,R,2022-07-20 21:00:00,2022-07-20 21:34:00,delays,Northbound N R W trains are running with delays after we moved a train that had its brakes activated at 5 Av/59 St.,RC,YES,YES,YES,
